[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Analysis started at: 2024-11-10 07:37:21 AM
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for min
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function min
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for mul
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for mul
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function mul
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for div
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for div
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function div
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for sub
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for sub
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function sub
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for add
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for add
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function add
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for becomeNorsefire
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for becomeNorsefire
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function becomeNorsefire
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for releaseTheOriginal
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for releaseTheOriginal
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function releaseTheOriginal
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for getIdeasSinceLastDeploy
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for getIdeasSinceLastDeploy
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function getIdeasSinceLastDeploy
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for calculateTrade
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for calculateTrade
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function calculateTrade
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for devFee
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for devFee
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function devFee
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for getMyIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for getMyIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function getMyIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for calculateIdeaSell
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for calculateIdeaSell
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function calculateIdeaSell
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for calculateIdeaBuy
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for calculateIdeaBuy
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function calculateIdeaBuy
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for deployIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for deployIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function deployIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for sellIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for sellIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function sellIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for buyIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for buyIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function buyIdeas
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Generating return summary for calculateIdeaBuySimple
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Return summary generated for calculateIdeaBuySimple
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Processed function calculateIdeaBuySimple
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Value Range Analysis took 0.011181 seconds
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Dependency detection started!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Dependency detection finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Static Analysis took 3.756192 seconds
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Dependency does not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Analysis finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Analysis took 3.756394 seconds
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x3ab4a46beae2a0b025eeed54db05819814ff287a | Analysis finished at: 2024-11-10 07:37:25 AM
