[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Analysis started at: 2024-11-10 07:38:14 AM
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Processed function balanceOf
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Generating return summary for haltPurchases
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Return summary generated for haltPurchases
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Processed function haltPurchases
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Generating return summary for resumePurchases
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Return summary generated for resumePurchases
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Processed function resumePurchases
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Generating return summary for purchase
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Return summary generated for purchase
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Processed function purchase
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Generating return summary for withdrawTokens
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Return summary generated for withdrawTokens
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Processed function withdrawTokens
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Processed function withdraw
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Processed function fallback
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Value Range Analysis took 0.010092 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Dependency detection started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Dependency detection finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Static Analysis took 1.655837 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Dependency does not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Analysis finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Analysis took 1.656130 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x4e61ba9c25d43e802c6be8d160432e4989dea1fc | Analysis finished at: 2024-11-10 07:38:16 AM
