[INFO] | 2024-11-10 07:37:58 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Analysis started at: 2024-11-10 07:37:58 AM
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for mul
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for mul
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function mul
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for div
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for div
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function div
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for sub
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for sub
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function sub
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for add
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for add
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function add
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function totalSupply
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function totalSupply
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for name
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for name
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function name
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for symbol
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for symbol
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function symbol
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function allowance
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function approve
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for isContract
[WARNING] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Can there be this kind of variables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for isContract
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function isContract
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for MiMCSponge
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for MiMCSponge
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function MiMCSponge
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for isKnownRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for isKnownRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function isKnownRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for getLastRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for getLastRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function getLastRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for verifyProof
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for verifyProof
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function verifyProof
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for verifyNullifier
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for verifyNullifier
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function verifyNullifier
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function constructor
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for WETH
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for WETH
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function WETH
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for swapExactETHForTokensSupportingFeeOnTransferTokens
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for swapExactETHForTokensSupportingFeeOnTransferTokens
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function swapExactETHForTokensSupportingFeeOnTransferTokens
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function constructor
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for isKnownRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for isKnownRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function isKnownRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for getLastRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for getLastRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function getLastRoot
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for version
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for version
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function version
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for nonReentrant
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for nonReentrant
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function nonReentrant
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for swapAndShare
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for swapAndShare
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function swapAndShare
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for getAccumulateM87
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for getAccumulateM87
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function getAccumulateM87
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function constructor
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for callOptionalReturn
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for callOptionalReturn
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function callOptionalReturn
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for hashLeftRight
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for MiMCSponge
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for MiMCSponge
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for hashLeftRight
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function hashLeftRight
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for hashLeftRight
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for MiMCSponge
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for MiMCSponge
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for hashLeftRight
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function hashLeftRight
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for updateVerifier
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for updateVerifier
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function updateVerifier
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for updateM87Token
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for updateM87Token
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function updateM87Token
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for changeMessierOwner
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for changeMessierOwner
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function changeMessierOwner
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for changeTreasury
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for changeTreasury
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function changeTreasury
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for setAnonymityFee
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for setAnonymityFee
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function setAnonymityFee
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for setPoolList
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for setPoolList
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function setPoolList
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for setPoolFee
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for setPoolFee
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function setPoolFee
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for setOverMinETH
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Return summary generated for setOverMinETH
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Processed function setOverMinETH
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0x190956a704fbb70f0acce8338870771d17654952 | Generating return summary for setDuration
