[INFO] | 2024-11-10 07:38:26 AM | analyzer.0x4e73b32ed6c35f570686b89848e5f39f20ecc106 | Analysis started at: 2024-11-10 07:38:26 AM
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x4e73b32ed6c35f570686b89848e5f39f20ecc106 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x4e73b32ed6c35f570686b89848e5f39f20ecc106 | Static Analysis took 1.324360 seconds
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x4e73b32ed6c35f570686b89848e5f39f20ecc106 | Dependency exists
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x4e73b32ed6c35f570686b89848e5f39f20ecc106 | Invoking symbolic executor!
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0x4e73b32ed6c35f570686b89848e5f39f20ecc106 | Symbolic execution took 2.295740 seconds
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0x4e73b32ed6c35f570686b89848e5f39f20ecc106 | Symbolic execution finished!
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0x4e73b32ed6c35f570686b89848e5f39f20ecc106 | Analysis finished!
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0x4e73b32ed6c35f570686b89848e5f39f20ecc106 | Analysis took 3.620882 seconds
[INFO] | 2024-11-10 07:38:30 AM | analyzer.0x4e73b32ed6c35f570686b89848e5f39f20ecc106 | Analysis finished at: 2024-11-10 07:38:30 AM

real	0m5.601s
user	0m6.435s
sys	0m2.561s
