[INFO] | 2024-11-10 07:38:24 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Analysis started at: 2024-11-10 07:38:24 AM
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function enableWhitelist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for disableWhitelist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for disableWhitelist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function disableWhitelist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for lockContract
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for lockContract
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function lockContract
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for unlockContract
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for unlockContract
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function unlockContract
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function withdraw
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for distributeEbyteForEBYTE
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for distributeEbyteForEBYTE
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function distributeEbyteForEBYTE
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function fallback
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for distribution
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for distribution
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function distribution
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Value Range Analysis took 0.012499 seconds
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Dependency detection started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Dependency detection finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Static Analysis took 2.251509 seconds
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Dependency does not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Analysis finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Analysis took 2.251781 seconds
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Analysis finished at: 2024-11-10 07:38:26 AM

real	0m4.105s
user	0m4.886s
sys	0m2.158s
