[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Analysis started at: 2024-11-10 07:37:11 AM
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function newBurnableOpenPayment
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function fallback
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for burn
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for burn
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function burn
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for release
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for release
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function release
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Value Range Analysis took 0.003203 seconds
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Dependency detection started!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Dependency detection finished!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Static Analysis took 0.957582 seconds
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Dependency does not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Analysis finished!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Analysis took 0.957828 seconds
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Analysis finished at: 2024-11-10 07:37:12 AM

real	0m2.692s
user	0m3.389s
sys	0m2.161s
