[INFO] | 2024-11-10 07:37:24 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Analysis started at: 2024-11-10 07:37:24 AM
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function _msgSender
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for _msgData
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for _msgData
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function _msgData
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function _msgSender
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for _msgData
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for _msgData
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function _msgData
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for owner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for owner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function owner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function _transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for add
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for add
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function add
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function sub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for mul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for mul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function mul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for div
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for div
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function div
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for mod
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for mod
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function mod
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for decimals
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for decimals
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function decimals
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for symbol
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for symbol
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function symbol
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for name
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for name
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function name
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for getOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for getOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function getOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function transfer
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function allowance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function approve
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function _msgSender
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for _msgData
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for _msgData
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function _msgData
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for owner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for owner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function owner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function _transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function fallback
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function sub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for div
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for div
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function div
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for mod
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for mod
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function mod
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for setPrice
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for setPrice
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function setPrice
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for setMinQty
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for setMinQty
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function setMinQty
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function withdraw
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Generating return summary for buy
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Return summary generated for buy
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Processed function buy
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Value Range Analysis took 0.018906 seconds
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Dependency detection started!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Static Analysis took 2.064787 seconds
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Dependency does not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Analysis finished!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Analysis took 2.064989 seconds
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x01911afa1a3d64d52451a22cb265fc34f596f425 | Analysis finished at: 2024-11-10 07:37:27 AM

real	0m3.886s
user	0m4.643s
sys	0m2.260s
