[INFO] | 2024-11-10 07:37:36 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Analysis started at: 2024-11-10 07:37:36 AM
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function div
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function sub
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for add
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for add
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function add
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for mod
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for mod
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function mod
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function constructor
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for owner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for owner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function owner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for isOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for isOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function isOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function _transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function approve
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function allowance
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function constructor
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for owner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for owner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function owner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for isOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for isOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function isOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function _transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function constructor
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for getUserTrades
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for getUserTrades
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function getUserTrades
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for take
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for take
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function take
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for getOfferDetails
[WARNING] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for getOfferDetails
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function getOfferDetails
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for reclaimToken
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for reclaimToken
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function reclaimToken
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for reclaimTokenNoReturn
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for reclaimTokenNoReturn
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function reclaimTokenNoReturn
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for initiateTrade
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for initiateTrade
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function initiateTrade
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for cancelTrade
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for cancelTrade
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function cancelTrade
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for claimFees
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for claimFees
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function claimFees
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Value Range Analysis took 0.033624 seconds
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Dependency detection started!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Static Analysis took 3.787923 seconds
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Dependency does not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Analysis finished!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Analysis took 3.788396 seconds
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5 | Analysis finished at: 2024-11-10 07:37:40 AM

real	0m5.747s
user	0m6.553s
sys	0m2.355s
