[INFO] | 2024-11-10 07:40:06 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Analysis started at: 2024-11-10 07:40:06 AM
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function swapExactTokensForETH
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for swapExactETHForTokens
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for swapExactETHForTokens
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function swapExactETHForTokens
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function transfer
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function _msgSender
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for _msgData
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for _msgData
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function _msgData
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function _msgSender
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for _msgData
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for _msgData
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function _msgData
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for owner
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for owner
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function owner
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Range graph generated
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function _transferOwnership
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function transfer
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function _msgSender
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for _msgData
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for _msgData
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function _msgData
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for _approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for _approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Range graph generated
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function _approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for sub
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for sub
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function sub
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for add
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for add
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function add
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function totalSupply
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function transfer
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function allowance
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function approve
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Range graph generated
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function constructor
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for name
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for name
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Processed function name
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Generating return summary for symbol
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | Return summary generated for symbol
[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116 | State variable assignement do not exist
