[INFO] | 2024-11-10 07:38:52 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Analysis started at: 2024-11-10 07:38:52 AM
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for getPrice
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for getPrice
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function getPrice
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for setProofType
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for setProofType
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function setProofType
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for setCustomGasPrice
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for setCustomGasPrice
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function setCustomGasPrice
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for getAddress
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for getAddress
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function getAddress
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for init
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for init
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function init
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for max
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for max
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function max
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for __callback
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for __callback
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function __callback
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function getCodeSize
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for parseAddr
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function parseAddr
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for strCompare
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for strCompare
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function strCompare
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for indexOf
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for indexOf
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function indexOf
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for strConcat
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for strConcat
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function strConcat
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for parseInt
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for parseInt
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function parseInt
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for uint2str
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for uint2str
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function uint2str
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for oraclize_setNetworkName
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for oraclize_setNetworkName
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Range graph generated
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function oraclize_setNetworkName
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for oraclize_getNetworkName
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for oraclize_getNetworkName
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function oraclize_getNetworkName
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Range graph generated
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for matchBytes32Prefix
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for matchBytes32Prefix
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function matchBytes32Prefix
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for copyBytes
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for copyBytes
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function copyBytes
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for safer_ecrecover
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for safer_ecrecover
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function safer_ecrecover
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for safeMemoryCleaner
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for safeMemoryCleaner
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function safeMemoryCleaner
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for oraclizeAPI
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for oraclizeAPI
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Range graph generated
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function oraclizeAPI
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for add
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for add
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function add
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for sub
[WARNING] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for sub
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function sub
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for mul
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for mul
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function mul
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for div
[WARNING] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for div
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function div
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function totalSupply
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function balanceOf
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function allowance
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function transfer
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for approve
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for approve
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function approve
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function transferFrom
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for awardToken
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for awardToken
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function awardToken
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for receiveFromGame
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for receiveFromGame
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function receiveFromGame
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for addGame
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for addGame
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function addGame
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for __callback
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for __callback
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function __callback
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function getCodeSize
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for parseAddr
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function parseAddr
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for strCompare
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for strCompare
