[INFO] | 2024-11-10 07:38:52 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Analysis started at: 2024-11-10 07:38:52 AM
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for onlyPlayers
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for onlyPlayers
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function onlyPlayers
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for onlyWinner
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for onlyWinner
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function onlyWinner
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for Hack
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for Hack
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Range graph generated
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function Hack
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for putHere
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for putHere
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function putHere
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for take
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for take
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function take
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function fallback
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Range graph generated
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for manipulateSecret
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for manipulateSecret
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Range graph generated
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function manipulateSecret
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for setSecret
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for setSecret
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Range graph generated
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function setSecret
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for winPrize
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for winPrize
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function winPrize
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for callFirstTarget
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for callFirstTarget
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function callFirstTarget
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for callSecondTarget
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for callSecondTarget
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function callSecondTarget
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for setSeed
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for setSeed
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Range graph generated
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function setSeed
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for addSeed
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for addSeed
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Range graph generated
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function addSeed
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for guessSeed
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for guessSeed
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Range graph generated
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function guessSeed
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for checkSecret
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for checkSecret
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function checkSecret
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for claimPrize
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for claimPrize
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function claimPrize
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Generating return summary for test
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Return summary generated for test
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Range graph generated
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Processed function test
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Value Range Analysis took 0.012123 seconds
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Dependency detection started!
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Static Analysis took 2.344051 seconds
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Dependency does not exist
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Analysis finished!
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Analysis took 2.344347 seconds
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0x352dbba201af66f98a47f2b280bff45f9050dbf8 | Analysis finished at: 2024-11-10 07:38:54 AM

real	0m4.186s
user	0m4.310s
sys	0m1.187s
