[INFO] | 2024-11-10 07:37:03 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Analysis started at: 2024-11-10 07:37:03 AM
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Range graph generated
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function Ownable
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Range graph generated
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function Ownable
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for getDiscountsAmount
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for getDiscountsAmount
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function getDiscountsAmount
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for getDiscountByAmount
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for getDiscountByAmount
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function getDiscountByAmount
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Range graph generated
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for getStatistics
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for getStatistics
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function getStatistics
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Range graph generated
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Range graph generated
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function Ownable
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for onlyInEmergency
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for onlyInEmergency
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function onlyInEmergency
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Range graph generated
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function Ownable
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function allowance
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for getStatistics
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for getStatistics
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function getStatistics
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Range graph generated
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function Ownable
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for getDiscountsAmount
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for getDiscountsAmount
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function getDiscountsAmount
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for getDiscountByAmount
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for getDiscountByAmount
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function getDiscountByAmount
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function transfer
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function fallback
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Range graph generated
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x09a80172ed7335660327cd664876b5df6fe06108 | Generating return summary for onlyOwner
