[INFO] | 2024-11-10 07:37:54 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Analysis started at: 2024-11-10 07:37:54 AM
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function GetPlanByUid
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for GetPlanTimeByUid
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for GetPlanTimeByUid
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function GetPlanTimeByUid
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Range graph generated
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function constructor
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for bytesToUint
[WARNING] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for bytesToUint
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function bytesToUint
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Range graph generated
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for add
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for add
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function add
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for div
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for div
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function div
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for mul
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for mul
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function mul
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for sub
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for sub
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function sub
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for register_
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for register_
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Range graph generated
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function register_
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Range graph generated
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function withdraw
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for sqrt
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for sqrt
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function sqrt
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for sq
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for sq
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function sq
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for pwr
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for pwr
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function pwr
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for invest
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for invest
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Range graph generated
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function invest
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Range graph generated
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Processed function fallback
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Value Range Analysis took 0.030053 seconds
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Dependency detection started!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Dependency detection finished!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Static Analysis took 4.213713 seconds
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Dependency does not exist
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Analysis finished!
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Analysis took 4.214016 seconds
[INFO] | 2024-11-10 07:37:59 AM | analyzer.0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e | Analysis finished at: 2024-11-10 07:37:59 AM

real	0m6.180s
user	0m7.025s
sys	0m2.033s
