[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Analysis started at: 2024-11-10 07:38:44 AM
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function balanceOf
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function transfer
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function transferFrom
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for approve
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for approve
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function approve
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function allowance
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for Owned
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for Owned
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function Owned
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function acceptOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for Owned
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for Owned
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function Owned
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function acceptOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for Escapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for Escapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function Escapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for blacklistEscapeToken
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for blacklistEscapeToken
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function blacklistEscapeToken
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for isTokenEscapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for isTokenEscapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function isTokenEscapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for onlyEscapeHatchCallerOrOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for onlyEscapeHatchCallerOrOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function onlyEscapeHatchCallerOrOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for balanceOfAt
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for balanceOfAt
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function balanceOfAt
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for totalSupplyAt
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for totalSupplyAt
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function totalSupplyAt
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for Owned
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for Owned
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function Owned
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function acceptOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for Escapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for Escapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function Escapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for blacklistEscapeToken
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for blacklistEscapeToken
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function blacklistEscapeToken
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for isTokenEscapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for isTokenEscapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function isTokenEscapable
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for skipPayment
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for skipPayment
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function skipPayment
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for nDeposits
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for nDeposits
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function nDeposits
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for isDepositSkiped
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for isDepositSkiped
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function isDepositSkiped
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for onlyEscapeHatchCallerOrOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for onlyEscapeHatchCallerOrOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function onlyEscapeHatchCallerOrOwner
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for escapeHatch
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for escapeHatch
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function escapeHatch
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for escapeHatch
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for escapeHatch
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function escapeHatch
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for getBalance
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for getBalance
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function getBalance
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for doPayment
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for doPayment
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function doPayment
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for newTokenDeposit
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for newTokenDeposit
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function newTokenDeposit
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for changeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for changeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function changeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for proposeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for proposeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function proposeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for removeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for removeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function removeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for WithdrawContract
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for WithdrawContract
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function WithdrawContract
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for changeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for changeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function changeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for proposeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for proposeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function proposeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for removeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for removeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function removeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for changeHatchEscapeCaller
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for changeHatchEscapeCaller
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function changeHatchEscapeCaller
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for getPendingReward
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for getPendingReward
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function getPendingReward
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for canWithdraw
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for canWithdraw
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function canWithdraw
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for changeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for changeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function changeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for proposeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for proposeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function proposeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for removeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for removeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function removeOwnership
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for newEtherDeposit
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for newEtherDeposit
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function newEtherDeposit
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for cancelPaymentGlobally
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for cancelPaymentGlobally
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function cancelPaymentGlobally
