[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Analysis started at: 2024-11-10 07:38:43 AM
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Generating return summary for SetPrcntRate
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Return summary generated for SetPrcntRate
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Processed function SetPrcntRate
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Generating return summary for Deposit
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Return summary generated for Deposit
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Processed function Deposit
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Generating return summary for ToLend
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Return summary generated for ToLend
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Processed function ToLend
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Generating return summary for isAllowed
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Return summary generated for isAllowed
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Processed function isAllowed
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Generating return summary for Sunset
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Return summary generated for Sunset
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Processed function Sunset
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Processed function fallback
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Generating return summary for RefundDeposit
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Return summary generated for RefundDeposit
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Processed function RefundDeposit
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Value Range Analysis took 0.007102 seconds
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Dependency detection started!
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Dependency detection finished!
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Static Analysis took 1.993627 seconds
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Dependency does not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Analysis finished!
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Analysis took 1.993834 seconds
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x849019a489c3c26c7a7668e468be81a4d132781f | Analysis finished at: 2024-11-10 07:38:45 AM

real	0m3.885s
user	0m4.254s
sys	0m1.512s
