[INFO] | 2024-11-10 07:41:21 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Analysis started at: 2024-11-10 07:41:21 AM
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Generating return summary for claimETH
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Return summary generated for claimETH
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Processed function claimETH
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Generating return summary for transferERC20Token
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Return summary generated for transferERC20Token
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Processed function transferERC20Token
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Value Range Analysis took 0.002885 seconds
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Value Range Analysis finished
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Dependency detection started!
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Dependency detection finished!
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Static Analysis took 0.782565 seconds
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Dependency does not exist
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Analysis finished!
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Analysis took 0.782759 seconds
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x39c74b1996d2cdbc2c996f2bb414ce316e245417 | Analysis finished at: 2024-11-10 07:41:22 AM

real	0m2.036s
user	0m3.797s
sys	0m3.069s
