[INFO] | 2024-11-10 07:40:48 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Analysis started at: 2024-11-10 07:40:48 AM
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function div
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for sub
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for sub
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function sub
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for add
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for add
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function add
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for approve
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for approve
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function approve
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for Transferable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for Transferable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function Transferable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transfersAllowedTo
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transfersAllowedTo
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transfersAllowedTo
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for Transferable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for Transferable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function Transferable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transfersAllowedTo
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transfersAllowedTo
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transfersAllowedTo
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for onlyIfTransfersAllowed
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for onlyIfTransfersAllowed
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function onlyIfTransfersAllowed
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for onlyPayloadSize
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for onlyPayloadSize
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function onlyPayloadSize
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for approve
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for approve
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function approve
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function Ownable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for Transferable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for Transferable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function Transferable
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transfersAllowedTo
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transfersAllowedTo
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transfersAllowedTo
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for approve
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for approve
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function approve
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Range graph generated
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for onlyPayloadSize
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for onlyPayloadSize
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function onlyPayloadSize
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for onlyIfTransfersAllowed
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for onlyIfTransfersAllowed
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function onlyIfTransfersAllowed
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transfer
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function allowance
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:51 AM | analyzer.0x284b0f2f49d072836db87dd25d0623cd2f622bb1 | Generating return summary for approve
