[INFO] | 2024-11-10 07:37:28 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Analysis started at: 2024-11-10 07:37:28 AM
[WARNING] | 2024-11-10 07:37:38 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Issues with getting the high level call destination address
[WARNING] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Issues with getting the high level call destination address
[WARNING] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Issues with getting the high level call destination address
[WARNING] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Issues with getting the high level call destination address
[WARNING] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Issues with getting the high level call destination address
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Value Range Analysis started
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Range graph generated
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for swapExactTokensForETH
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for swapExactTokensForETH
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function swapExactTokensForETH
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for swapExactETHForTokens
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for swapExactETHForTokens
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function swapExactETHForTokens
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function transfer
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function transferFrom
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function _msgSender
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for _msgData
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for _msgData
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function _msgData
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function _msgSender
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for _msgData
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for _msgData
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function _msgData
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for owner
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for owner
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function owner
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Range graph generated
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function _transferOwnership
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function transfer
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function transferFrom
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function _msgSender
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for _msgData
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for _msgData
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function _msgData
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for _approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for _approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Range graph generated
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function _approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for sub
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for sub
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function sub
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for add
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for add
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function add
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function totalSupply
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function balanceOf
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function transfer
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function allowance
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function approve
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function transferFrom
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Range graph generated
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for name
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for name
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function name
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for symbol
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for symbol
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function symbol
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for decimals
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for decimals
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function decimals
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Range graph generated
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Processed function constructor
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Generating return summary for mul
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x1b1a4586fd99f7e044868ac8e5e91eac4863149b | Return summary generated for mul
