[INFO] | 2024-11-10 07:41:29 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Analysis started at: 2024-11-10 07:41:29 AM
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function approve
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function transferFrom
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Range graph generated
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function constructor
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Range graph generated
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function constructor
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function totalSupply
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function balanceOf
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for allowance
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for allowance
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function allowance
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for transfer
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for transfer
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function transfer
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for approve
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for approve
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function approve
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function transferFrom
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Range graph generated
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function constructor
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function totalSupply
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function balanceOf
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for approve
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for approve
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Range graph generated
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function approve
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for allowance
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for allowance
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function allowance
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Range graph generated
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for transfer
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for transfer
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Range graph generated
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function transfer
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Range graph generated
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function transferFrom
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for freeze
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for freeze
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Range graph generated
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function freeze
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for unfreeze
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for unfreeze
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Range graph generated
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function unfreeze
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Generating return summary for withdraw
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Return summary generated for withdraw
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Processed function withdraw
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Value Range Analysis took 0.008505 seconds
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Value Range Analysis finished
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Dependency detection started!
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Dependency detection finished!
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Static Analysis took 1.597336 seconds
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Dependency does not exist
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Analysis finished!
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Analysis took 1.597543 seconds
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0xad93be20a1781d9976b87c5bda2be64b2ebc132d | Analysis finished at: 2024-11-10 07:41:31 AM

real	0m3.094s
user	0m4.651s
sys	0m3.230s
