[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Analysis started at: 2024-11-10 07:37:23 AM
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for winnersPot
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for winnersPot
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function winnersPot
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for onlyRealPeople
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for onlyRealPeople
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function onlyRealPeople
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for isOpenToPublic
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for isOpenToPublic
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function isOpenToPublic
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for onlyPlayers
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for onlyPlayers
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function onlyPlayers
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for play
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for play
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function play
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for donate
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for donate
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function donate
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function constructor
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for wager
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for wager
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function wager
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for OpenToThePublic
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for OpenToThePublic
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function OpenToThePublic
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for AdjustBetAmounts
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for AdjustBetAmounts
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function AdjustBetAmounts
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for AdjustDifficulty
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for AdjustDifficulty
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function AdjustDifficulty
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Value Range Analysis took 0.007895 seconds
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Dependency detection started!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Static Analysis took 1.940473 seconds
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Dependency does not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Analysis finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Analysis took 1.940677 seconds
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x7d09edb07d23acb532a82be3da5c17d9d85806b4 | Analysis finished at: 2024-11-10 07:37:25 AM

real	0m3.780s
user	0m4.606s
sys	0m1.944s
