[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Analysis started at: 2024-11-10 07:37:06 AM
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function approve
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for buy
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for buy
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function buy
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for myTokens
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for myTokens
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function myTokens
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for Owned
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for Owned
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function Owned
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for Owned
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for Owned
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function Owned
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for BoomerangLiquidity
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for BoomerangLiquidity
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function BoomerangLiquidity
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for donate
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for donate
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function donate
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for notPowh
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for notPowh
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function notPowh
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for payout
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for payout
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function payout
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for myTokens
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for myTokens
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function myTokens
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function changeOwner
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function withdraw
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function deposit
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Range graph generated
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Processed function fallback
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Value Range Analysis took 0.019105 seconds
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Dependency detection started!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Static Analysis took 1.899868 seconds
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Dependency does not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Analysis finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Analysis took 1.900338 seconds
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x7183169973eda16209f66a602f2e27e1303bf414 | Analysis finished at: 2024-11-10 07:37:08 AM

real	0m3.821s
user	0m4.683s
sys	0m2.047s
