[INFO] | 2024-11-10 07:37:22 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Analysis started at: 2024-11-10 07:37:22 AM
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Generating return summary for proxy
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Return summary generated for proxy
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Processed function proxy
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Processed function fallback
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Processed function deposit
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Generating return summary for transferOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Return summary generated for transferOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Processed function transferOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Generating return summary for Vault
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Return summary generated for Vault
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Processed function Vault
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Generating return summary for transferOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Return summary generated for transferOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Range graph generated
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Processed function transferOwner
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Processed function withdraw
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Value Range Analysis took 0.005014 seconds
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Dependency detection started!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Static Analysis took 1.044106 seconds
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Dependency does not exist
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Analysis finished!
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Analysis took 1.044388 seconds
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Analysis finished at: 2024-11-10 07:37:23 AM

real	0m3.104s
user	0m3.375s
sys	0m1.814s
