[INFO] | 2024-11-10 07:41:39 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Analysis started at: 2024-11-10 07:41:39 AM
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Range graph generated
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for Owned
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for Owned
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Range graph generated
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function Owned
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Range graph generated
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for BoomerangLiquidity
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for BoomerangLiquidity
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Range graph generated
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function BoomerangLiquidity
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for fallback
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for fallback
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function fallback
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for donate
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for donate
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function donate
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Range graph generated
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for notPowh
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for notPowh
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function notPowh
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for payout
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for payout
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Range graph generated
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function payout
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function withdraw
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Range graph generated
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function changeOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Range graph generated
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function changeOwner
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Generating return summary for deposit
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Return summary generated for deposit
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Range graph generated
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Processed function deposit
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Value Range Analysis took 0.008293 seconds
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Value Range Analysis finished
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Dependency detection started!
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Dependency detection finished!
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Static Analysis took 1.336050 seconds
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Dependency does not exist
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Analysis finished!
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Analysis took 1.336241 seconds
[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x03358425ada4620246dd703dc1f2246b8e148d22 | Analysis finished at: 2024-11-10 07:41:40 AM
