[INFO] | 2024-11-10 07:39:17 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Analysis started at: 2024-11-10 07:39:17 AM
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Processed function constructor
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Generating return summary for getLastPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Return summary generated for getLastPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Processed function getLastPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Generating return summary for getTimeUpdated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Return summary generated for getTimeUpdated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Processed function getTimeUpdated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Generating return summary for withdrawETHAndTokens
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Return summary generated for withdrawETHAndTokens
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Processed function withdrawETHAndTokens
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Processed function changeOwner
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Generating return summary for updatePrices
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Return summary generated for updatePrices
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Processed function updatePrices
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Value Range Analysis took 0.005924 seconds
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Dependency detection started!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Dependency detection finished!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Static Analysis took 1.183068 seconds
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Dependency does not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Analysis finished!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Analysis took 1.183338 seconds
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x5e88d3aa9c690a519279c199cc16f37b99510e2d | Analysis finished at: 2024-11-10 07:39:18 AM
