[INFO] | 2024-11-10 07:41:15 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Analysis started at: 2024-11-10 07:41:15 AM
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Generating return summary for getBlockHash
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Return summary generated for getBlockHash
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Processed function getBlockHash
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Generating return summary for checkBalanceSendEth
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Return summary generated for checkBalanceSendEth
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Processed function checkBalanceSendEth
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Generating return summary for verifyBlockHash
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Return summary generated for verifyBlockHash
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Processed function verifyBlockHash
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Generating return summary for proxyCall
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Return summary generated for proxyCall
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Processed function proxyCall
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Value Range Analysis took 0.002406 seconds
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Value Range Analysis finished
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Dependency detection started!
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Dependency detection finished!
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Static Analysis took 1.054492 seconds
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Dependency does not exist
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Analysis finished!
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Analysis took 1.054686 seconds
[INFO] | 2024-11-10 07:41:16 AM | analyzer.0x0dd1326b7b80107f002ba16dad7fe2dd22f00491 | Analysis finished at: 2024-11-10 07:41:16 AM
