[INFO] | 2024-11-10 07:38:01 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Analysis started at: 2024-11-10 07:38:01 AM
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Dependency detection started!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Static Analysis took 1.079329 seconds
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Dependency does not exist
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Analysis finished!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Analysis took 1.079725 seconds
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Analysis finished at: 2024-11-10 07:38:02 AM
