[INFO] | 2024-11-10 07:37:07 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Analysis started at: 2024-11-10 07:37:07 AM
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for buyTokens
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for buyTokens
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function buyTokens
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for safeTransfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for safeTransfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function safeTransfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function _transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for convertBytesToBytes32
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for convertBytesToBytes32
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function convertBytesToBytes32
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for bytesToUint
[WARNING] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for bytesToUint
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function bytesToUint
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for toBytes
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for toBytes
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function toBytes
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for onlyOwnerOrManager
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for onlyOwnerOrManager
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function onlyOwnerOrManager
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for changeAndVote
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for changeAndVote
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function changeAndVote
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for onTokenReceived
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for onTokenReceived
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function onTokenReceived
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for setManager
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for setManager
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function setManager
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for setPause
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for setPause
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function setPause
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for clear
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for clear
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function clear
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for changeTVTokenAddress
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for changeTVTokenAddress
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function changeTVTokenAddress
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Generating return summary for changeTVCrowdsaleAddress
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Return summary generated for changeTVCrowdsaleAddress
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Processed function changeTVCrowdsaleAddress
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Value Range Analysis took 0.012280 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Dependency detection started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Static Analysis took 2.370476 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Dependency does not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Analysis finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Analysis took 2.370684 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78 | Analysis finished at: 2024-11-10 07:37:09 AM
