[INFO] | 2024-11-10 07:40:09 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Analysis started at: 2024-11-10 07:40:09 AM
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for getAllVotes
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for getAllVotes
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function getAllVotes
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for currentCoefficient
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for currentCoefficient
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function currentCoefficient
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for timeOver
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for timeOver
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function timeOver
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Range graph generated
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for onlyCreator
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for onlyCreator
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function onlyCreator
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for inVotingPeriod
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for inVotingPeriod
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function inVotingPeriod
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for afterVotingPeriod
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for afterVotingPeriod
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function afterVotingPeriod
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for forward
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for forward
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Range graph generated
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function forward
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for getSendersHash
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for getSendersHash
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function getSendersHash
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for getSumsHash
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for getSumsHash
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function getSumsHash
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for voteForCandidate
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for voteForCandidate
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Range graph generated
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function voteForCandidate
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for checkEndOfChallenge
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for checkEndOfChallenge
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Range graph generated
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function checkEndOfChallenge
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for startChallenge
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for startChallenge
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Range graph generated
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function startChallenge
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for sendReward
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for sendReward
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Range graph generated
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function sendReward
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for sendCryptoVersusReward
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for sendCryptoVersusReward
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Range graph generated
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function sendCryptoVersusReward
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for voteForCandidate
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for voteForCandidate
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Range graph generated
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function voteForCandidate
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Generating return summary for voteForCandidate
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Return summary generated for voteForCandidate
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Range graph generated
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Processed function voteForCandidate
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Value Range Analysis took 0.016833 seconds
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Dependency detection started!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Dependency detection finished!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Static Analysis took 2.590850 seconds
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Dependency does not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Analysis finished!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Analysis took 2.591087 seconds
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x0c7e06db03aee1d592887deeb5cd20ce79f7bdbe | Analysis finished at: 2024-11-10 07:40:11 AM
