[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Analysis started at: 2024-11-10 07:37:06 AM
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function processPayment
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for addReferrer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for addReferrer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function addReferrer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for processPayment
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for processPayment
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function processPayment
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for addParticipant
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for addParticipant
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function addParticipant
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Value Range Analysis took 0.007786 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Dependency detection started!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and fallback
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and fallback
[INFO] | 2024-11-10 07:37:13 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and fallback
[INFO] | 2024-11-10 07:37:14 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and fallback
[INFO] | 2024-11-10 07:37:15 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and fallback
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and addParticipant
[INFO] | 2024-11-10 07:37:19 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and addParticipant
[INFO] | 2024-11-10 07:37:19 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and addParticipant
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and addParticipant
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and addParticipant
[INFO] | 2024-11-10 07:37:22 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and addReferrer
[INFO] | 2024-11-10 07:37:22 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and addReferrer
[INFO] | 2024-11-10 07:37:22 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and addReferrer
[INFO] | 2024-11-10 07:37:23 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and processPayment
[INFO] | 2024-11-10 07:37:24 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and processPayment
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and processPayment
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and processPayment
[INFO] | 2024-11-10 07:37:26 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions fallback and processPayment
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and fallback
[INFO] | 2024-11-10 07:37:33 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and fallback
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and fallback
[INFO] | 2024-11-10 07:37:38 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and addParticipant
[INFO] | 2024-11-10 07:37:39 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and addParticipant
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and addParticipant
[INFO] | 2024-11-10 07:37:41 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and addReferrer
[INFO] | 2024-11-10 07:37:41 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and addReferrer
[INFO] | 2024-11-10 07:37:41 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and addReferrer
[INFO] | 2024-11-10 07:37:43 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and processPayment
[INFO] | 2024-11-10 07:37:44 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and processPayment
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions addParticipant and processPayment
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions processPayment and fallback
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions processPayment and fallback
[INFO] | 2024-11-10 07:37:52 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions processPayment and addParticipant
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions processPayment and addParticipant
[INFO] | 2024-11-10 07:37:54 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions processPayment and processPayment
[INFO] | 2024-11-10 07:37:54 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | DAO dependency detected in file 0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e.sol in contract EasySmartolution in by composing functions processPayment and processPayment
[INFO] | 2024-11-10 07:37:54 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Dependency detection finished!
[INFO] | 2024-11-10 07:37:54 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Static Analysis took 47.995499 seconds
[INFO] | 2024-11-10 07:37:54 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Dependency exists
[INFO] | 2024-11-10 07:37:54 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Invoking symbolic executor!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Symbolic execution took 21.271501 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Symbolic execution finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Analysis finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Analysis took 69.267751 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Analysis finished at: 2024-11-10 07:38:16 AM
