[INFO] | 2024-11-10 07:38:46 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Analysis started at: 2024-11-10 07:38:46 AM
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for revoke
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function revoke
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for getOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for getOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function getOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for isOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for isOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function isOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for hasConfirmed
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for hasConfirmed
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function hasConfirmed
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for confirmAndCheck
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for confirmAndCheck
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function confirmAndCheck
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for reorganizeOwners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for reorganizeOwners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function reorganizeOwners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for onlymanyowners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for onlymanyowners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function onlymanyowners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for multiowned
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for multiowned
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function multiowned
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for revoke
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for revoke
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function revoke
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for getOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for getOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function getOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for isOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for isOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function isOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for hasConfirmed
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for hasConfirmed
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function hasConfirmed
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for confirmAndCheck
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for confirmAndCheck
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function confirmAndCheck
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for reorganizeOwners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for reorganizeOwners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function reorganizeOwners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for today
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for today
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function today
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for onlymanyowners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for onlymanyowners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function onlymanyowners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for onlyowner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for onlyowner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function onlyowner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for execute
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for execute
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function execute
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for confirm
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for confirm
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function confirm
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for doCreate
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for doCreate
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function doCreate
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for doCreate
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for doCreate
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function doCreate
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for multiowned
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for multiowned
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function multiowned
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for revoke
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for revoke
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function revoke
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for getOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for getOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function getOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for isOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for isOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function isOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for hasConfirmed
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for hasConfirmed
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function hasConfirmed
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for confirmAndCheck
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for confirmAndCheck
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function confirmAndCheck
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for reorganizeOwners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for reorganizeOwners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function reorganizeOwners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for today
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for today
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function today
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for execute
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for execute
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function execute
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for confirm
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for confirm
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function confirm
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function fallback
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for onlymanyowners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for onlymanyowners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function onlymanyowners
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for onlyowner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for onlyowner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function onlyowner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for addOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for addOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function addOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for removeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for removeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function removeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for changeRequirement
