[INFO] | 2024-09-29 03:54:25 AM | analyzer.tool_fail | Analysis started at: 2024-09-29 03:54:25 AM
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for case_1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function case_1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_if
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_if
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_if
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for case_if_2
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for case_if_2
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function case_if_2
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_require
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_require
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_require
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_require_2
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_require_2
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_require_2
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy21
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy21
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy21
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for non_buggy_funct
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for non_buggy_funct
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function non_buggy_funct
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for non_buggy_single_statement
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for non_buggy_single_statement
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | State variable assignement do not exist
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function non_buggy_single_statement
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_cross_function
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_cross_function
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_cross_function
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Value Range Analysis took 0.007885 seconds
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Value Range Analysis finished
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Storage dependency graph compostion started!
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Storage dependency graph compostion finished!
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Dependency detection started!
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy3 and buggy1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy3 and buggy3
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy3 and non_buggy_case1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy3 and buggy_case4
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy3 and buggy1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy3 and buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy3 and requiredee
[INFO] | 2024-09-29 03:54:28 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy3 and requirdeepf
[INFO] | 2024-09-29 03:54:28 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy3 and buggy_require
[INFO] | 2024-09-29 03:54:28 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy3 and buggy_require_2
[INFO] | 2024-09-29 03:54:28 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy21 and buggy21
[INFO] | 2024-09-29 03:54:29 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy21 and buggy_case
[INFO] | 2024-09-29 03:54:29 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy21 and buggy_case2
[INFO] | 2024-09-29 03:54:29 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy21 and case_if_2
[INFO] | 2024-09-29 03:54:30 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy21 and buggy21
[INFO] | 2024-09-29 03:54:30 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy21 and non_buggy_funct
[INFO] | 2024-09-29 03:54:31 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy21 and buggy_cross_function
[INFO] | 2024-09-29 03:54:31 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy1
[INFO] | 2024-09-29 03:54:31 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy3
[INFO] | 2024-09-29 03:54:32 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and non_buggy_case1
[INFO] | 2024-09-29 03:54:32 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy_case4
[INFO] | 2024-09-29 03:54:32 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy_case3
[INFO] | 2024-09-29 03:54:32 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy_case7
[INFO] | 2024-09-29 03:54:33 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy1
[INFO] | 2024-09-29 03:54:33 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:33 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and requiredee
[INFO] | 2024-09-29 03:54:34 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and requirdeepf
[INFO] | 2024-09-29 03:54:34 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and non_buggy_requirem
[INFO] | 2024-09-29 03:54:34 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy_local
[INFO] | 2024-09-29 03:54:34 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and case_1
[INFO] | 2024-09-29 03:54:34 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy_if
[INFO] | 2024-09-29 03:54:35 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy_require
[INFO] | 2024-09-29 03:54:35 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and buggy_require_2
[INFO] | 2024-09-29 03:54:35 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions non_buggy_case1 and non_buggy_single_statement
[INFO] | 2024-09-29 03:54:36 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy1
[INFO] | 2024-09-29 03:54:36 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy3
[INFO] | 2024-09-29 03:54:37 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and non_buggy_case1
[INFO] | 2024-09-29 03:54:37 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy_case4
[INFO] | 2024-09-29 03:54:37 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy_case3
[INFO] | 2024-09-29 03:54:38 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy_case7
[INFO] | 2024-09-29 03:54:38 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy1
[INFO] | 2024-09-29 03:54:39 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:39 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and requiredee
[INFO] | 2024-09-29 03:54:39 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and requirdeepf
[INFO] | 2024-09-29 03:54:40 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and non_buggy_requirem
[INFO] | 2024-09-29 03:54:40 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy_local
[INFO] | 2024-09-29 03:54:40 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and case_1
[INFO] | 2024-09-29 03:54:41 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy_if
[INFO] | 2024-09-29 03:54:41 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy_require
[INFO] | 2024-09-29 03:54:42 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and buggy_require_2
[INFO] | 2024-09-29 03:54:42 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case4 and non_buggy_single_statement
[INFO] | 2024-09-29 03:54:42 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy1
[INFO] | 2024-09-29 03:54:43 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy1
[INFO] | 2024-09-29 03:54:43 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy3
[INFO] | 2024-09-29 03:54:44 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy3
[INFO] | 2024-09-29 03:54:45 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy21
[INFO] | 2024-09-29 03:54:45 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy21
[INFO] | 2024-09-29 03:54:46 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and non_buggy_case1
[INFO] | 2024-09-29 03:54:46 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and non_buggy_case1
[INFO] | 2024-09-29 03:54:47 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_case4
[INFO] | 2024-09-29 03:54:47 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_case4
[INFO] | 2024-09-29 03:54:47 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_case3
[INFO] | 2024-09-29 03:54:48 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_case3
[INFO] | 2024-09-29 03:54:48 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_case7
[INFO] | 2024-09-29 03:54:49 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy1
[INFO] | 2024-09-29 03:54:50 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy1
[INFO] | 2024-09-29 03:54:50 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:51 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:51 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and requiredee
[INFO] | 2024-09-29 03:54:52 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and requiredee
[INFO] | 2024-09-29 03:54:52 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and requirdeepf
[INFO] | 2024-09-29 03:54:52 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and requirdeepf
[INFO] | 2024-09-29 03:54:53 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_case
[INFO] | 2024-09-29 03:54:53 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_case
[INFO] | 2024-09-29 03:54:54 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_case2
[INFO] | 2024-09-29 03:54:54 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_case2
[INFO] | 2024-09-29 03:54:54 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_local
[INFO] | 2024-09-29 03:54:54 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and case_1
[INFO] | 2024-09-29 03:54:55 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_if
[INFO] | 2024-09-29 03:54:55 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and case_if_2
[INFO] | 2024-09-29 03:54:55 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_require
[INFO] | 2024-09-29 03:54:56 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_require
[INFO] | 2024-09-29 03:54:56 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_require_2
[INFO] | 2024-09-29 03:54:57 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_require_2
[INFO] | 2024-09-29 03:54:58 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy21
[INFO] | 2024-09-29 03:54:58 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy21
[INFO] | 2024-09-29 03:54:58 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_cross_function
[INFO] | 2024-09-29 03:54:59 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and buggy_cross_function
[INFO] | 2024-09-29 03:54:59 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and non_buggy_single_statement
[INFO] | 2024-09-29 03:54:59 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case3 and non_buggy_single_statement
[INFO] | 2024-09-29 03:54:59 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy1
[INFO] | 2024-09-29 03:55:00 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy3
[INFO] | 2024-09-29 03:55:00 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and non_buggy_case1
[INFO] | 2024-09-29 03:55:01 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and non_buggy_case1
[INFO] | 2024-09-29 03:55:01 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy_case4
[INFO] | 2024-09-29 03:55:01 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy_case4
[INFO] | 2024-09-29 03:55:02 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy_case3
[INFO] | 2024-09-29 03:55:02 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy_case3
[INFO] | 2024-09-29 03:55:03 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy_case7
[INFO] | 2024-09-29 03:55:04 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy_case7
[INFO] | 2024-09-29 03:55:05 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy1
[INFO] | 2024-09-29 03:55:06 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy1
[INFO] | 2024-09-29 03:55:06 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy_require_wbc_1
[INFO] | 2024-09-29 03:55:06 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and requiredee
[INFO] | 2024-09-29 03:55:07 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and requirdeepf
[INFO] | 2024-09-29 03:55:07 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy_local
[INFO] | 2024-09-29 03:55:08 AM | analyzer.tool_fail | DAO dependency detected in file tool_fail.sol in contract tool_fail in by composing functions buggy_case7 and buggy_local
