[INFO] | 2024-09-29 04:12:14 AM | analyzer.etherscan_solc | Analysis started at: 2024-09-29 04:12:14 AM
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for queryN_withGasLimit
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for queryN_withGasLimit
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function queryN_withGasLimit
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for query2_withGasLimit
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for query2_withGasLimit
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function query2_withGasLimit
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getAddress
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getAddress
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function getAddress
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for init
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for init
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function init
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for max
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for max
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function max
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_setNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_setNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_setNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_getNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_getNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_getNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for __callback
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for __callback
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function __callback
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for parseAddr
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for parseAddr
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function parseAddr
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for strCompare
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for strCompare
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function strCompare
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for indexOf
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for indexOf
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function indexOf
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for strConcat
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for strConcat
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function strConcat
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for safeParseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for safeParseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function safeParseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for parseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for parseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function parseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for uint2str
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for uint2str
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function uint2str
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_randomDS_setCommitment
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_randomDS_setCommitment
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_randomDS_setCommitment
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for matchBytes32Prefix
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for matchBytes32Prefix
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function matchBytes32Prefix
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for copyBytes
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for copyBytes
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function copyBytes
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for safer_ecrecover
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | We should not consider this kind of return values!
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | We should not consider this kind of return values!
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for safer_ecrecover
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function safer_ecrecover
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for safeMemoryCleaner
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for safeMemoryCleaner
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function safeMemoryCleaner
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclizeAPI
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclizeAPI
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclizeAPI
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_setNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_setNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_setNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_getNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_getNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_getNetworkName
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for __callback
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for __callback
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function __callback
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for parseAddr
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for parseAddr
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function parseAddr
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for strCompare
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for strCompare
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function strCompare
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for indexOf
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for indexOf
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function indexOf
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for strConcat
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for strConcat
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function strConcat
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for safeParseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for safeParseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function safeParseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for parseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for parseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function parseInt
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for uint2str
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for uint2str
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function uint2str
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_randomDS_setCommitment
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_randomDS_setCommitment
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_randomDS_setCommitment
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for matchBytes32Prefix
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for matchBytes32Prefix
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function matchBytes32Prefix
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for copyBytes
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for copyBytes
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function copyBytes
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for safer_ecrecover
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | We should not consider this kind of return values!
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | We should not consider this kind of return values!
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for safer_ecrecover
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function safer_ecrecover
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for safeMemoryCleaner
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for safeMemoryCleaner
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function safeMemoryCleaner
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for constructor
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for constructor
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function constructor
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for payRoyalty
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for payRoyalty
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function payRoyalty
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for gameStatus
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for gameStatus
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function gameStatus
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getBlockTimestamp
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getBlockTimestamp
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function getBlockTimestamp
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getContractBalance
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getContractBalance
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | State variable assignement do not exist
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function getContractBalance
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclizeAPI
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclizeAPI
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclizeAPI
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_setProof
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_setProof
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_setProof
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_setProof
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_setProof
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_setProof
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_setCustomGasPrice
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_setCustomGasPrice
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_setCustomGasPrice
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_setCustomGasPrice
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_setCustomGasPrice
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_setCustomGasPrice
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_getPrice
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_getPrice
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_getPrice
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_query
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_query
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_query
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for oraclize_query
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for oraclize_query
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Generating return summary for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Return summary generated for getCodeSize
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Range graph generated
[INFO] | 2024-09-29 04:12:33 AM | analyzer.etherscan_solc | Processed function oraclize_query
