[INFO] | 2024-09-29 03:54:24 AM | analyzer.swc-107-call-parameters | Analysis started at: 2024-09-29 03:54:24 AM
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_call_5
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_send
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_send
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_send
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_transfer
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_transfer
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_transfer
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for slitherConstructorVariables
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for slitherConstructorVariables
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function slitherConstructorVariables
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Value Range Analysis took 0.012643 seconds
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Value Range Analysis finished
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Storage dependency graph compostion started!
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Storage dependency graph compostion finished!
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Dependency detection started!
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and non_reentrant
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and withdraw_call
[INFO] | 2024-09-29 03:54:31 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and withdraw_call_3
[INFO] | 2024-09-29 03:54:32 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and withdraw_call_3z
[INFO] | 2024-09-29 03:54:32 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and withdraw_call_if
[INFO] | 2024-09-29 03:54:32 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and withdraw_call_ifz
[INFO] | 2024-09-29 03:54:32 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and buggy_multi_dep
[INFO] | 2024-09-29 03:54:33 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and buggy_require_1
[INFO] | 2024-09-29 03:54:33 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and non_buggy_1
[INFO] | 2024-09-29 03:54:33 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and withdraw_while_loop
[INFO] | 2024-09-29 03:54:34 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and withdraw_while_loopz
[INFO] | 2024-09-29 03:54:34 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and withdraw_call_4
[INFO] | 2024-09-29 03:54:34 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions non_reentrant and withdraw_call_5
[INFO] | 2024-09-29 03:54:36 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and non_reentrant
[INFO] | 2024-09-29 03:54:38 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_call
[INFO] | 2024-09-29 03:54:41 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_call_3
[INFO] | 2024-09-29 03:54:45 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_call_3z
[INFO] | 2024-09-29 03:54:49 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_call_if
[INFO] | 2024-09-29 03:54:55 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_call_ifz
[INFO] | 2024-09-29 03:54:56 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_call_else
[INFO] | 2024-09-29 03:55:06 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and buggy_multi_dep
[INFO] | 2024-09-29 03:55:10 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and buggy_require_1
[INFO] | 2024-09-29 03:55:15 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and non_buggy_1
[INFO] | 2024-09-29 03:55:17 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and test
[INFO] | 2024-09-29 03:55:21 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and testzz
[INFO] | 2024-09-29 03:55:26 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and testz
[INFO] | 2024-09-29 03:55:33 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and testzzz
[INFO] | 2024-09-29 03:55:37 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and buggy_wbc_1
[INFO] | 2024-09-29 03:55:41 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_while_loop
[INFO] | 2024-09-29 03:55:49 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_while_loopz
[INFO] | 2024-09-29 03:55:54 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_call_4
[INFO] | 2024-09-29 03:55:56 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_call_5
[INFO] | 2024-09-29 03:55:59 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_send
[INFO] | 2024-09-29 03:56:01 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call and withdraw_transfer
[INFO] | 2024-09-29 03:56:02 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_2 and withdraw_call_2
[INFO] | 2024-09-29 03:56:02 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_2 and buggy_multi_dep
[INFO] | 2024-09-29 03:56:05 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and non_reentrant
[INFO] | 2024-09-29 03:56:10 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_call
[INFO] | 2024-09-29 03:56:10 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_call_2
[INFO] | 2024-09-29 03:56:15 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_call_3
[INFO] | 2024-09-29 03:56:20 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_call_3z
[INFO] | 2024-09-29 03:56:25 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_call_if
[INFO] | 2024-09-29 03:56:32 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_call_ifz
[INFO] | 2024-09-29 03:56:34 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_call_else
[INFO] | 2024-09-29 03:56:47 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and buggy_multi_dep
[INFO] | 2024-09-29 03:56:49 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and buggy_require_1
[INFO] | 2024-09-29 03:56:52 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and non_buggy_1
[INFO] | 2024-09-29 03:56:54 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and test
[INFO] | 2024-09-29 03:56:59 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and testzz
[INFO] | 2024-09-29 03:57:04 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and testz
[INFO] | 2024-09-29 03:57:14 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and testzzz
[INFO] | 2024-09-29 03:57:19 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and buggy_wbc_1
[INFO] | 2024-09-29 03:57:22 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_while_loop
[INFO] | 2024-09-29 03:57:24 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_while_loopz
[INFO] | 2024-09-29 03:57:29 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_call_4
[INFO] | 2024-09-29 03:57:29 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_call_5
[INFO] | 2024-09-29 03:57:31 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_send
[INFO] | 2024-09-29 03:57:33 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3 and withdraw_transfer
[INFO] | 2024-09-29 03:57:37 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and non_reentrant
[INFO] | 2024-09-29 03:57:43 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_call
[INFO] | 2024-09-29 03:57:44 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_call_2
[INFO] | 2024-09-29 03:57:51 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_call_3
[INFO] | 2024-09-29 03:57:58 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_call_3z
[INFO] | 2024-09-29 03:58:05 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_call_if
[INFO] | 2024-09-29 03:58:14 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_call_ifz
[INFO] | 2024-09-29 03:58:17 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_call_else
[INFO] | 2024-09-29 03:58:34 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and buggy_multi_dep
[INFO] | 2024-09-29 03:58:36 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and buggy_require_1
[INFO] | 2024-09-29 03:58:41 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and non_buggy_1
[INFO] | 2024-09-29 03:58:43 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and test
[INFO] | 2024-09-29 03:58:50 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and testzz
[INFO] | 2024-09-29 03:58:56 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and testz
[INFO] | 2024-09-29 03:59:08 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and testzzz
[INFO] | 2024-09-29 03:59:15 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and buggy_wbc_1
[INFO] | 2024-09-29 03:59:19 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_while_loop
[INFO] | 2024-09-29 03:59:22 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_while_loopz
[INFO] | 2024-09-29 03:59:28 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_call_4
[INFO] | 2024-09-29 03:59:28 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_call_5
[INFO] | 2024-09-29 03:59:31 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_send
[INFO] | 2024-09-29 03:59:33 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_3z and withdraw_transfer
[INFO] | 2024-09-29 03:59:34 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_if and non_reentrant
[INFO] | 2024-09-29 03:59:38 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_if and withdraw_call
[INFO] | 2024-09-29 03:59:43 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_if and withdraw_call_3
[INFO] | 2024-09-29 03:59:50 AM | analyzer.swc-107-call-parameters | DAO dependency detected in file swc-107-call-parameters.sol in contract SimpleDAO in by composing functions withdraw_call_if and withdraw_call_3z
