[INFO] | 2024-11-10 07:37:05 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Analysis started at: 2024-11-10 07:37:05 AM
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getStatus
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getStatus
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getPlatformName
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getPlatformName
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getPlatformName
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for setAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for setAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function setAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for setToken
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for setToken
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function setToken
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getToken
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getToken
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getToken
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for setXCPlugin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for setXCPlugin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function setXCPlugin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getXCPlugin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getXCPlugin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getXCPlugin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for lock
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for lock
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function lock
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for unlock
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for unlock
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function unlock
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for start
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for start
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function start
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for stop
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for stop
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function stop
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getStatus
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getStatus
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getStatus
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getPlatformName
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getPlatformName
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getPlatformName
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for setAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for setAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function setAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getAdmin
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getTokenSymbol
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getTokenSymbol
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getTokenSymbol
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for addCaller
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for addCaller
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function addCaller
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for deleteCaller
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for deleteCaller
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function deleteCaller
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for existCaller
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for existCaller
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function existCaller
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getCallers
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getCallers
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getCallers
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getTrustPlatform
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getTrustPlatform
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getTrustPlatform
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for addPublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for addPublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function addPublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for deletePublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for deletePublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function deletePublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for existPublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for existPublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function existPublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for countOfPublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for countOfPublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function countOfPublicKey
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for publicKeys
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for publicKeys
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function publicKeys
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for setWeight
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for setWeight
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function setWeight
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getWeight
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getWeight
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getWeight
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for voteProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for voteProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function voteProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for verifyProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for verifyProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function verifyProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for commitProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for commitProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function commitProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for getProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for getProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function getProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for deleteProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for deleteProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function deleteProposal
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function transfer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function allowance
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for start
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for start
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Processed function start
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Generating return summary for stop
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34 | Return summary generated for stop
