[INFO] | 2024-11-10 07:38:49 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Analysis started at: 2024-11-10 07:38:49 AM
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for Ownable
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for Ownable
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function Ownable
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function totalSupply
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function balanceOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for ownerOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for ownerOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function ownerOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function transferFrom
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for supportsInterface
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for supportsInterface
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function supportsInterface
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for isGeneScience
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for isGeneScience
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function isGeneScience
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for mixGenes
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for mixGenes
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function mixGenes
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for onlyCEO
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for onlyCEO
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function onlyCEO
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for onlyCLevel
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for onlyCLevel
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function onlyCLevel
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for whenNotPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for whenNotPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function whenNotPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for whenPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for whenPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function whenPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for _transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for _transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function _transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for onlyCEO
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for onlyCEO
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function onlyCEO
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for whenNotPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for whenNotPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function whenNotPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for onlyCLevel
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for onlyCLevel
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function onlyCLevel
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for whenPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for whenPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function whenPaused
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for getMetadata
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for getMetadata
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function getMetadata
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function totalSupply
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function balanceOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for ownerOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for ownerOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function ownerOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function transferFrom
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for supportsInterface
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for supportsInterface
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function supportsInterface
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for _transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for _transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function _transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for supportsInterface
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for supportsInterface
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function supportsInterface
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for _owns
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for _owns
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function _owns
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for _approvedFor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for _approvedFor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function _approvedFor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for _approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for _approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function _approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function balanceOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function totalSupply
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for ownerOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for ownerOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function ownerOf
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for _memcpy
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for _memcpy
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function _memcpy
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Generating return summary for onlyCEO
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | Return summary generated for onlyCEO
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x06012c8cf97bead5deae237070f9587f8e7a266d | State variable assignement do not exist
