[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Analysis started at: 2024-11-10 07:38:02 AM
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function setGivenName
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for setMasterName
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for setMasterName
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function setMasterName
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for getMinMax
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for getMinMax
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function getMinMax
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for setMinMax
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for setMinMax
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function setMinMax
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for setStarInitialPrice
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for setStarInitialPrice
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function setStarInitialPrice
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for setTransferPrice
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for setTransferPrice
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function setTransferPrice
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for getStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for getStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function getStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for transferStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for transferStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function transferStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for starNoLongerForSale
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for starNoLongerForSale
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function starNoLongerForSale
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for offerStarForSale
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for offerStarForSale
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function offerStarForSale
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for offerStarForSaleToAddress
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for offerStarForSaleToAddress
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function offerStarForSaleToAddress
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for buyStarInitial
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for buyStarInitial
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function buyStarInitial
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for enterBidForStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for enterBidForStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function enterBidForStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for acceptBidForStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for acceptBidForStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function acceptBidForStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for withdrawBidForStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for withdrawBidForStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function withdrawBidForStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function withdraw
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for withdrawPartial
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for withdrawPartial
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function withdrawPartial
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Generating return summary for buyStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Return summary generated for buyStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Range graph generated
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Processed function buyStar
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Value Range Analysis took 0.022977 seconds
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Dependency detection started!
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Static Analysis took 4.957030 seconds
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Dependency does not exist
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Analysis finished!
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Analysis took 4.957240 seconds
[INFO] | 2024-11-10 07:38:07 AM | analyzer.0xd54920cedf704b87342fa26d5773efabf9037a77 | Analysis finished at: 2024-11-10 07:38:07 AM
