[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Analysis started at: 2024-11-10 07:37:21 AM
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function transfer
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function allowance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function approve
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for setTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for setTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function setTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for startProject
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for startProject
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function startProject
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for setTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for setTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function setTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for startProject
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for startProject
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function startProject
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function fallback
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for setTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for setTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function setTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for isStateInitializing
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for isStateInitializing
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function isStateInitializing
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for isStateProjectInProgress
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for isStateProjectInProgress
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function isStateProjectInProgress
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for isStateDestructed
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for isStateDestructed
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function isStateDestructed
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for updateTap
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for updateTap
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function updateTap
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for onlyTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for onlyTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function onlyTokenSaleContract
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for add
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for add
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function add
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for onlyVoting
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for onlyVoting
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function onlyVoting
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for div
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for div
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function div
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for mul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for mul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function mul
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function sub
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for poolDestructed
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for poolDestructed
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function poolDestructed
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for constructor
[WARNING] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Can there be this kind of variables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function constructor
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for getCurrentVoting
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for getCurrentVoting
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function getCurrentVoting
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for getReason
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for getReason
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function getReason
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for isSubjectRaiseTap
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for isSubjectRaiseTap
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function isSubjectRaiseTap
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for isSubjectDestruction
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for isSubjectDestruction
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function isSubjectDestruction
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for getVoterCount
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for getVoterCount
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function getVoterCount
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for getAyes
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for getAyes
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function getAyes
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for getNays
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for getNays
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function getNays
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for isPassed
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for isPassed
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function isPassed
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for returnToken
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for returnToken
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function returnToken
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for refund
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for refund
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function refund
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for vote
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for vote
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function vote
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for addProposal
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for addProposal
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function addProposal
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for startProject
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for startProject
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function startProject
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for transferOwnership
