[INFO] | 2024-11-10 07:38:41 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Analysis started at: 2024-11-10 07:38:41 AM
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for div
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for div
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function div
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for sub
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for sub
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function sub
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for add
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for add
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function add
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for migrateFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for migrateFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function migrateFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function approve
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function allowance
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for ABChainRTBtoken
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for ABChainRTBtoken
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function ABChainRTBtoken
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for setMigrationAgent
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for setMigrationAgent
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function setMigrationAgent
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function constructor
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for changeTokenAddress
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for changeTokenAddress
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function changeTokenAddress
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for changeABChainRevenueAddress
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for changeABChainRevenueAddress
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function changeABChainRevenueAddress
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for changeABChainPBudgetsAddress
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for changeABChainPBudgetsAddress
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function changeABChainPBudgetsAddress
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for changeTokenBurningPercentage
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for changeTokenBurningPercentage
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function changeTokenBurningPercentage
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for changeRevenuePercentage
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for changeRevenuePercentage
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function changeRevenuePercentage
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function fallback
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function transfer
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Generating return summary for decreaseApproval
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Return summary generated for decreaseApproval
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0x575d8909d7fef2561ef8c2114d80b736fb77cbb6 | Range graph generated
