[INFO] | 2024-11-10 07:39:24 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Analysis started at: 2024-11-10 07:39:24 AM
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Processed function transfer
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Range graph generated
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Processed function Ownable
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Generating return summary for getReferenceCodesOfAddress
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Return summary generated for getReferenceCodesOfAddress
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Processed function getReferenceCodesOfAddress
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Generating return summary for getReferenceAddressesOfCode
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Return summary generated for getReferenceAddressesOfCode
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Processed function getReferenceAddressesOfCode
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Generating return summary for sendTokens
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Return summary generated for sendTokens
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Range graph generated
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Processed function sendTokens
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Range graph generated
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Generating return summary for withdrawTokens
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Return summary generated for withdrawTokens
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Range graph generated
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Processed function withdrawTokens
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Range graph generated
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Generating return summary for setTokenReward
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Return summary generated for setTokenReward
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Range graph generated
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Processed function setTokenReward
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Value Range Analysis took 0.005502 seconds
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Dependency detection started!
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Dependency detection finished!
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Static Analysis took 1.424918 seconds
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Dependency does not exist
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Analysis finished!
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Analysis took 1.425138 seconds
[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x42a4a749123469ca6a8b6ca494b1953076a26ef7 | Analysis finished at: 2024-11-10 07:39:25 AM
