[INFO] | 2024-11-10 07:37:25 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Analysis started at: 2024-11-10 07:37:25 AM
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for managePlayer
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for managePlayer
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function managePlayer
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for endTx
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for endTx
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function endTx
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for activate
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for activate
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function activate
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for isActivated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for isActivated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function isActivated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for isHuman
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for isHuman
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function isHuman
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for isWithinLimits
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for isWithinLimits
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function isWithinLimits
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for registerNameXIDFromDapp
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for registerNameXIDFromDapp
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function registerNameXIDFromDapp
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for nameFilter
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for nameFilter
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function nameFilter
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for registerNameXaddrFromDapp
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for registerNameXaddrFromDapp
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function registerNameXaddrFromDapp
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for registerNameXnameFromDapp
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for registerNameXnameFromDapp
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function registerNameXnameFromDapp
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for add
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for add
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function add
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function sub
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for mul
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for mul
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function mul
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for getPlayerName
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for getPlayerName
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function getPlayerName
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for getPlayerLAff
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for getPlayerLAff
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function getPlayerLAff
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for getPlayerID
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for getPlayerID
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function getPlayerID
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for getPlayerAddr
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for getPlayerAddr
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function getPlayerAddr
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for getNameFee
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for getNameFee
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function getNameFee
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for registerNameXID
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for registerNameXID
[WARNING] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Other types of right variable exists!
[WARNING] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Other types of right variable exists!
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function registerNameXID
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for registerNameXaddr
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for registerNameXaddr
[WARNING] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Other types of right variable exists!
[WARNING] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Other types of right variable exists!
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function registerNameXaddr
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for registerNameXname
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for registerNameXname
[WARNING] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Other types of right variable exists!
[WARNING] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Other types of right variable exists!
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function registerNameXname
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for getPlayerVaultsHelper
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for getPlayerVaultsHelper
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function getPlayerVaultsHelper
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for endRound
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for endRound
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function endRound
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for updateTimer
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for updateTimer
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function updateTimer
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for airdrop
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for airdrop
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function airdrop
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for distributeExternal
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for distributeExternal
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function distributeExternal
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for updateMasks
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for updateMasks
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function updateMasks
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for sqrt
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for sqrt
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function sqrt
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for getTimeLeft
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for getTimeLeft
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function getTimeLeft
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for calcUnMaskedEarnings
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for calcUnMaskedEarnings
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function calcUnMaskedEarnings
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for sq
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for sq
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function sq
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Generating return summary for determinePID
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Return summary generated for determinePID
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0x09ab651217b86d1ee7236e0fad1ebb19185fe769 | Processed function determinePID
