[INFO] | 2024-11-10 07:37:46 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Analysis started at: 2024-11-10 07:37:46 AM
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Processed function min256
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Generating return summary for assert
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Return summary generated for assert
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Processed function assert
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Processed function withdraw
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Generating return summary for mul
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Return summary generated for mul
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Processed function mul
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Processed function sub
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Generating return summary for add
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Return summary generated for add
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Processed function add
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Range graph generated
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Processed function fallback
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Value Range Analysis took 0.007023 seconds
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Dependency detection started!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Static Analysis took 1.321288 seconds
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Dependency does not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Analysis finished!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Analysis took 1.321583 seconds
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xe2d8337423519a95eb38d6bce22ea5e8784e79d5 | Analysis finished at: 2024-11-10 07:37:48 AM
