[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Analysis started at: 2024-11-10 07:38:19 AM
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for registerFor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function registerFor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for clapFor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for clapFor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function clapFor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for distribute
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for distribute
