[INFO] | 2024-11-10 07:41:19 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Analysis started at: 2024-11-10 07:41:19 AM
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function balanceOf
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for dividendsOf
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for dividendsOf
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function dividendsOf
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for sqrt
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for sqrt
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function sqrt
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for nonReentrant
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for nonReentrant
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function nonReentrant
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for allowance
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for allowance
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function allowance
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function transferFrom
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for transfer
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for transfer
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function transfer
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for div
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for div
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function div
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for sub
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for sub
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function sub
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for add
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for add
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function add
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function balanceOf
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function totalSupply
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for approve
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for approve
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function approve
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for mul
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for mul
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function mul
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function transferOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for myTokens
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for myTokens
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function myTokens
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for myDividends
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for myDividends
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function myDividends
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for tokentoCollateral_
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for tokentoCollateral_
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function tokentoCollateral_
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function transferOwnership
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for tokenOnboard
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for tokenOnboard
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function tokenOnboard
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for collateralToToken_
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for collateralToToken_
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function collateralToToken_
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for totalTokenBalance
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for totalTokenBalance
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function totalTokenBalance
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function withdraw
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for calculateCollateReceived
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for calculateCollateReceived
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function calculateCollateReceived
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for purchaseCollate
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for purchaseCollate
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function purchaseCollate
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for sell
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for sell
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function sell
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for buyPrice
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for buyPrice
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function buyPrice
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for sellPrice
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for sellPrice
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function sellPrice
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for calculateTokenReceived
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for calculateTokenReceived
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function calculateTokenReceived
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for transfer
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for transfer
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function transfer
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for buy
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for buy
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function buy
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for buy
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for buy
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function buy
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for fallback
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for fallback
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Processed function fallback
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Generating return summary for reinvest
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Return summary generated for reinvest
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0e82b29a77a53880dd4ee8326cfea9b4c68db638 | Range graph generated
