[INFO] | 2024-11-10 07:39:24 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Analysis started at: 2024-11-10 07:39:24 AM
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function claim
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for checkMiningAttempt
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for checkMiningAttempt
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function checkMiningAttempt
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for checkWinning
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for checkWinning
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function checkWinning
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function transfer
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for currentDifficultyWei
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for currentDifficultyWei
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function currentDifficultyWei
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function Ownable
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for find_contribution
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for find_contribution
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function find_contribution
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for allocate_slot
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for allocate_slot
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function allocate_slot
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for external_to_internal_block_number
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for external_to_internal_block_number
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function external_to_internal_block_number
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for available_slots
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for available_slots
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function available_slots
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for get_bitcoineum_contract_address
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for get_bitcoineum_contract_address
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function get_bitcoineum_contract_address
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for distribute_reward
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for distribute_reward
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function distribute_reward
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for current_external_block
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for current_external_block
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function current_external_block
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for nonReentrant
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for nonReentrant
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function nonReentrant
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for mine
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for mine
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function mine
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for claim
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for claim
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function claim
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for checkMiningAttempt
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for checkMiningAttempt
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function checkMiningAttempt
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for checkWinning
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for checkWinning
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function checkWinning
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for do_redemption
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for do_redemption
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function do_redemption
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for calculate_minimum_contribution
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for calculate_minimum_contribution
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function calculate_minimum_contribution
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for SharkPool
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for SharkPool
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function SharkPool
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for set_pool_percentage
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for set_pool_percentage
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function set_pool_percentage
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for redeem
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for redeem
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function redeem
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Range graph generated
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Processed function fallback
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Value Range Analysis took 0.016822 seconds
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Dependency detection started!
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Dependency detection finished!
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Static Analysis took 2.507987 seconds
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Dependency does not exist
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Analysis finished!
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Analysis took 2.508174 seconds
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3 | Analysis finished at: 2024-11-10 07:39:26 AM

real	0m3.998s
user	0m5.276s
sys	0m3.007s
