[INFO] | 2024-11-10 07:40:25 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Analysis started at: 2024-11-10 07:40:25 AM
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for div
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function div
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for sub
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for sub
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function sub
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for add
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for add
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function add
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for Ownable
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for Ownable
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function Ownable
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function transfer
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function balanceOf
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for Ownable
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for Ownable
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function Ownable
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for MultiVesting
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for MultiVesting
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function MultiVesting
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for beneficiariesLength
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for beneficiariesLength
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function beneficiariesLength
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for isBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for isBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function isBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for isNotBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for isNotBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function isNotBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for vestedAmount
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for vestedAmount
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function vestedAmount
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for addBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for addBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function addBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for destroyBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for destroyBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function destroyBeneficiary
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function destroy
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for clearAll
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for clearAll
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function clearAll
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function destroy
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for Balance
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for Balance
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function Balance
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function destroy
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for flushEth
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for flushEth
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function flushEth
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for releasableAmount
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for releasableAmount
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function releasableAmount
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for release
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for release
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function release
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for revoke
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for revoke
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function revoke
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for fallback
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for fallback
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function fallback
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for release
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for release
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function release
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Generating return summary for releaseTo
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Return summary generated for releaseTo
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Range graph generated
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Processed function releaseTo
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Value Range Analysis took 0.013526 seconds
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Dependency detection started!
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Dependency detection finished!
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Static Analysis took 2.931357 seconds
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Dependency does not exist
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Analysis finished!
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Analysis took 2.931547 seconds
[INFO] | 2024-11-10 07:40:28 AM | analyzer.0x1d86a854da490ff74dedc7abe281fb468f8c19ee | Analysis finished at: 2024-11-10 07:40:28 AM

real	0m4.474s
user	0m5.782s
sys	0m2.846s
