[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Analysis started at: 2024-11-10 07:39:33 AM
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for onlyNami
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for onlyNami
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function onlyNami
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for NamiCrowdSale
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for NamiCrowdSale
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Range graph generated
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function NamiCrowdSale
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for _transfer
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for _transfer
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Range graph generated
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function _transfer
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for getPrice
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for getPrice
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function getPrice
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Range graph generated
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for onlyEscrow
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for onlyEscrow
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function onlyEscrow
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for onlyTranferable
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for onlyTranferable
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function onlyTranferable
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for onlyNamiMultisig
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for onlyNamiMultisig
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function onlyNamiMultisig
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for onlyCrowdsaleManager
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for onlyCrowdsaleManager
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function onlyCrowdsaleManager
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for burnTokens
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for burnTokens
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function burnTokens
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for tokenFallbackExchange
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for tokenFallbackExchange
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function tokenFallbackExchange
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for tokenFallbackBuyer
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for tokenFallbackBuyer
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function tokenFallbackBuyer
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function fallback
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for BinaryOption
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for BinaryOption
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Range graph generated
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function BinaryOption
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for getInvestors
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for getInvestors
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function getInvestors
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for getChooses
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for getChooses
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function getChooses
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for getAmount
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for getAmount
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function getAmount
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for invest
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for invest
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Range graph generated
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function invest
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for getEtherToBuy
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for getEtherToBuy
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function getEtherToBuy
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Range graph generated
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for onlyNamiMultisig
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for onlyNamiMultisig
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function onlyNamiMultisig
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for onlyEscrow
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for onlyEscrow
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function onlyEscrow
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for tokenFallback
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for tokenFallback
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function tokenFallback
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for NamiExchange
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for NamiExchange
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Range graph generated
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function NamiExchange
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function fallback
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for closeBidOrder
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for closeBidOrder
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Range graph generated
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function closeBidOrder
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Range graph generated
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Generating return summary for onlyNami
[INFO] | 2024-11-10 07:39:47 AM | analyzer.0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae | Return summary generated for onlyNami
