[INFO] | 2024-11-10 07:41:05 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Analysis started at: 2024-11-10 07:41:05 AM
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for logEvent
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function logEvent
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for safeSend
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for safeSend
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function safeSend
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for unbuy
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for unbuy
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function unbuy
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for fallback
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for fallback
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function fallback
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for onlyArbiter
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for onlyArbiter
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function onlyArbiter
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for kill
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for kill
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function kill
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for yes
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for yes
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function yes
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for no
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for no
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function no
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for arbYes
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for arbYes
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function arbYes
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for getFees
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for getFees
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function getFees
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for getMoney
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for getMoney
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function getMoney
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for accept
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for accept
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function accept
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for addDescription
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for addDescription
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function addDescription
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for buy
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for buy
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function buy
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for cancel
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for cancel
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function cancel
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Generating return summary for reject
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Return summary generated for reject
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Range graph generated
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Processed function reject
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Value Range Analysis took 0.036958 seconds
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Value Range Analysis finished
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:41:08 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Dependency detection started!
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions yes and yes
[INFO] | 2024-11-10 07:41:14 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions yes and yes
[INFO] | 2024-11-10 07:41:18 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions yes and getMoney
[INFO] | 2024-11-10 07:41:21 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions yes and getMoney
[INFO] | 2024-11-10 07:41:21 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions yes and buy
[INFO] | 2024-11-10 07:41:22 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions yes and buy
[INFO] | 2024-11-10 07:41:24 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions getMoney and yes
[INFO] | 2024-11-10 07:41:26 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions getMoney and yes
[INFO] | 2024-11-10 07:41:28 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions getMoney and yes
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions getMoney and getMoney
[INFO] | 2024-11-10 07:41:35 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions getMoney and getMoney
[INFO] | 2024-11-10 07:41:38 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | DAO dependency detected in file 0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7.sol in contract EscrowGoods in by composing functions getMoney and getMoney
[INFO] | 2024-11-10 07:41:38 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Dependency detection finished!
[INFO] | 2024-11-10 07:41:38 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Static Analysis took 33.118473 seconds
[INFO] | 2024-11-10 07:41:38 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Dependency exists
[INFO] | 2024-11-10 07:41:38 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Invoking symbolic executor!
[INFO] | 2024-11-10 07:41:51 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Symbolic execution took 12.403309 seconds
[INFO] | 2024-11-10 07:41:51 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Symbolic execution finished!
[INFO] | 2024-11-10 07:41:51 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Analysis finished!
[INFO] | 2024-11-10 07:41:51 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Analysis took 45.522851 seconds
[INFO] | 2024-11-10 07:41:51 AM | analyzer.0x0ceae0bd68f89e41a1ed5dc20ca930c0c41856d7 | Analysis finished at: 2024-11-10 07:41:51 AM

real	0m47.066s
user	1m10.328s
sys	0m5.865s
