[INFO] | 2024-11-10 07:38:23 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Analysis started at: 2024-11-10 07:38:23 AM
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function __callback
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function getCodeSize
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for parseAddr
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function parseAddr
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for strCompare
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for strCompare
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function strCompare
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for indexOf
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for indexOf
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function indexOf
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for strConcat
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for strConcat
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function strConcat
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for parseInt
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for parseInt
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function parseInt
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for uint2str
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for uint2str
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function uint2str
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for HackDao
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for HackDao
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function HackDao
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclizeAPI
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclizeAPI
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclizeAPI
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclize_query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
