[INFO] | 2024-11-10 07:38:15 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Analysis started at: 2024-11-10 07:38:15 AM
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function withdraw
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for myTokens
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for myTokens
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function myTokens
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for myDividends
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for myDividends
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function myDividends
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for changeDoublr
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for changeDoublr
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function changeDoublr
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for switchToWhaleMode
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for switchToWhaleMode
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function switchToWhaleMode
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for donate
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for donate
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function donate
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Value Range Analysis took 0.007971 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Dependency detection started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Dependency detection finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Static Analysis took 1.762841 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Dependency does not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Analysis finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Analysis took 1.763053 seconds
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Analysis finished at: 2024-11-10 07:38:16 AM

real	0m3.569s
user	0m4.280s
sys	0m2.098s
