[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Analysis started at: 2024-11-10 07:40:15 AM
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function totalSupply
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for approve
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for approve
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function approve
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function transferFrom
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for decimals
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for decimals
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function decimals
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function transfer
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function balanceOf
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for receiveApproval
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for receiveApproval
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function receiveApproval
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function constructor
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for _grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for _grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function _grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for receiveApproval
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for receiveApproval
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function receiveApproval
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function constructor
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for _grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for _grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function _grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function constructor
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function onlyAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for getPurchasePrice
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for getPurchasePrice
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function getPurchasePrice
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for buy
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for buy
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function buy
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for getSalePrice
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for getSalePrice
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function getSalePrice
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for sell
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for sell
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function sell
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for sellOneStep
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for sellOneStep
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function sellOneStep
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for depositTokens
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for depositTokens
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function depositTokens
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for withdrawTokens
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for withdrawTokens
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function withdrawTokens
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for getReserveBalances
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for getReserveBalances
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function getReserveBalances
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function changeOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for revokeAdminStatus
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for revokeAdminStatus
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function revokeAdminStatus
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function grantAdmin
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function changeOwner
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for revokeAdminStatus
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for revokeAdminStatus
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function revokeAdminStatus
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for depositEther
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for depositEther
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function depositEther
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for withdrawEther
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for withdrawEther
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function withdrawEther
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for setSendToSafeWalletPercentage
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for setSendToSafeWalletPercentage
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function setSendToSafeWalletPercentage
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for setThresholdSendToSafeWallet
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for setThresholdSendToSafeWallet
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function setThresholdSendToSafeWallet
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for extractFees
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for extractFees
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function extractFees
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for enable
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for enable
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function enable
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for disable
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for disable
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function disable
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for setReserveWeight
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for setReserveWeight
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function setReserveWeight
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for setFee
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for setFee
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function setFee
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for setUncirculatedSupplyCount
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for setUncirculatedSupplyCount
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function setUncirculatedSupplyCount
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for setVirtualReserveBalance
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for setVirtualReserveBalance
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function setVirtualReserveBalance
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Generating return summary for receiveApproval
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Return summary generated for receiveApproval
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Range graph generated
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Processed function receiveApproval
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Value Range Analysis took 0.014942 seconds
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Dependency detection started!
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Dependency detection finished!
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Static Analysis took 3.272523 seconds
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Dependency does not exist
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Analysis finished!
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Analysis took 3.272734 seconds
[INFO] | 2024-11-10 07:40:19 AM | analyzer.0x0d7e1053924599ceac270d3a28b839282781ecec | Analysis finished at: 2024-11-10 07:40:19 AM

real	0m4.940s
user	0m6.134s
sys	0m2.612s
