[INFO] | 2024-11-10 07:39:16 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Analysis started at: 2024-11-10 07:39:16 AM
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function balanceOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for ownerOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for ownerOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function ownerOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for approve
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for approve
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function approve
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for getApproved
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for getApproved
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function getApproved
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for setApprovalForAll
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for setApprovalForAll
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function setApprovalForAll
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for isApprovedForAll
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for isApprovedForAll
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function isApprovedForAll
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function transferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for safeTransferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for safeTransferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function safeTransferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for safeTransferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for safeTransferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function safeTransferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function totalSupply
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function balanceOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function transfer
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function transferFrom
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for Ownable
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for Ownable
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function Ownable
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function constructor
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for resetPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for resetPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function resetPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for ownerOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for ownerOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function ownerOf
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for setPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for setPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function setPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for setPriceFeeEth
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for setPriceFeeEth
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function setPriceFeeEth
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for removePrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for removePrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function removePrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for getPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for getPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function getPrice
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for buy
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for buy
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function buy
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for buyByUsdt
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for buyByUsdt
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function buyByUsdt
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Range graph generated
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for setFee
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for setFee
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function setFee
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Generating return summary for withdraw
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Return summary generated for withdraw
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Processed function withdraw
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Value Range Analysis took 0.015230 seconds
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Dependency detection started!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Dependency detection finished!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Static Analysis took 2.087894 seconds
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Dependency does not exist
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Analysis finished!
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Analysis took 2.088089 seconds
[INFO] | 2024-11-10 07:39:18 AM | analyzer.0x09f6a183dc0375ccf8032c367881f3aafb5342ef | Analysis finished at: 2024-11-10 07:39:18 AM

real	0m3.779s
user	0m5.034s
sys	0m2.537s
