[INFO] | 2024-11-10 07:37:56 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Analysis started at: 2024-11-10 07:37:56 AM
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Range graph generated
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Processed function fallback
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Generating return summary for Presale
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Return summary generated for Presale
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Range graph generated
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Processed function Presale
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Generating return summary for setAdmin
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Return summary generated for setAdmin
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Range graph generated
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Processed function setAdmin
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Generating return summary for setAdmin
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Return summary generated for setAdmin
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Range graph generated
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Processed function setAdmin
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Generating return summary for setBenefit
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Return summary generated for setBenefit
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Range graph generated
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Processed function setBenefit
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Generating return summary for getFunds
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Return summary generated for getFunds
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Processed function getFunds
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Value Range Analysis took 0.007190 seconds
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Dependency detection started!
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Dependency detection finished!
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Static Analysis took 1.876478 seconds
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Dependency does not exist
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Analysis finished!
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Analysis took 1.876691 seconds
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xe4e28bfd45969218a2af311ee10e80846f7b2fdc | Analysis finished at: 2024-11-10 07:37:58 AM

real	0m3.559s
user	0m4.308s
sys	0m2.121s
