[INFO] | 2024-11-10 07:40:10 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Analysis started at: 2024-11-10 07:40:10 AM
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Return summary generated for transferETH
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Processed function transferETH
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Generating return summary for getETHBalance
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Return summary generated for getETHBalance
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Processed function getETHBalance
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Generating return summary for transferToken
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Return summary generated for transferToken
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Processed function transferToken
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Value Range Analysis took 0.002501 seconds
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Dependency detection started!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Dependency detection finished!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Static Analysis took 0.992448 seconds
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Dependency does not exist
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Analysis finished!
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Analysis took 0.992934 seconds
[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x3967f481031f78a3fcbfe5c6a1079ec9f8426432 | Analysis finished at: 2024-11-10 07:40:11 AM

real	0m2.439s
user	0m3.919s
sys	0m2.845s
