[INFO] | 2024-11-10 07:40:19 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Analysis started at: 2024-11-10 07:40:19 AM
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function transfer
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function transfer
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function totalSupply
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for EbyteDistribution
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for EbyteDistribution
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function EbyteDistribution
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for getEthBalance
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for getEthBalance
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function getEthBalance
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for isUnlocked
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for isUnlocked
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function isUnlocked
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for onlyWhitelist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for onlyWhitelist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function onlyWhitelist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for withdrawForeignTokens
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for withdrawForeignTokens
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function withdrawForeignTokens
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for distributeEbyte
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for distributeEbyte
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function distributeEbyte
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for distributeEbyteForETH
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for distributeEbyteForETH
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function distributeEbyteForETH
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for getTokenBalance
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for getTokenBalance
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function getTokenBalance
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for tokensAvailable
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for tokensAvailable
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function tokensAvailable
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for setParameters
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for setParameters
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function setParameters
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for enableWhitelist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for enableWhitelist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function enableWhitelist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for disableWhitelist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for disableWhitelist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function disableWhitelist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for lockContract
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for lockContract
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function lockContract
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for unlockContract
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for unlockContract
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function unlockContract
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function withdraw
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for distributeEbyteForEBYTE
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for distributeEbyteForEBYTE
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function distributeEbyteForEBYTE
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for fallback
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for fallback
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function fallback
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Generating return summary for distribution
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Return summary generated for distribution
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Processed function distribution
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Value Range Analysis took 0.007728 seconds
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Dependency detection started!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Dependency detection finished!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Static Analysis took 1.741821 seconds
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Dependency does not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Analysis finished!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Analysis took 1.742030 seconds
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0xecfe4b7afc47260cb590d3043d3f790a61bb7910 | Analysis finished at: 2024-11-10 07:40:20 AM

real	0m3.284s
user	0m4.415s
sys	0m2.643s
