[INFO] | 2024-11-10 07:38:41 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Analysis started at: 2024-11-10 07:38:41 AM
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function constructor
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function _transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function transfer
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function approve
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function constructor
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function _transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for onlyBZx
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for onlyBZx
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function onlyBZx
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for transferBZxOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for transferBZxOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function transferBZxOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for eip20Transfer
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for eip20Transfer
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function eip20Transfer
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for eip20Transfer
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for eip20Transfer
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function eip20Transfer
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for eip20TransferFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for eip20TransferFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function eip20TransferFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for eip20TransferFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for eip20TransferFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function eip20TransferFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for eip20Approve
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for eip20Approve
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function eip20Approve
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for eip20Approve
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for eip20Approve
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function eip20Approve
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function renounceOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for transferBZxOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for transferBZxOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function transferBZxOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Range graph generated
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function fallback
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for withdrawEther
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for withdrawEther
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function withdrawEther
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for withdrawToken
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for withdrawToken
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function withdrawToken
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for depositToken
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for depositToken
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function depositToken
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Generating return summary for transferTokenFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Return summary generated for transferTokenFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Processed function transferTokenFrom
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Value Range Analysis took 0.015515 seconds
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Dependency detection started!
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Static Analysis took 1.949953 seconds
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Dependency does not exist
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Analysis finished!
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Analysis took 1.950247 seconds
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633 | Analysis finished at: 2024-11-10 07:38:43 AM

real	0m4.270s
user	0m4.438s
sys	0m1.479s
