[INFO] | 2024-11-10 07:38:32 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Analysis started at: 2024-11-10 07:38:32 AM
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function stopOnPause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for afterDeadline
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for afterDeadline
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function afterDeadline
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function constructor
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function constructor
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for isRunning
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for isRunning
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function isRunning
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for goalReached
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for goalReached
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function goalReached
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function constructor
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for goalReached
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for goalReached
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function goalReached
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for stopOnPause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for stopOnPause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function stopOnPause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for afterDeadline
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for afterDeadline
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function afterDeadline
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for pause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for pause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function pause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for unpause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for unpause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function unpause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for tokenFallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for tokenFallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function tokenFallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for tokenFallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for tokenFallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function tokenFallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function fallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function fallback
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for burnRestTokens
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for burnRestTokens
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function burnRestTokens
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for burnRestTokens
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for burnRestTokens
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function burnRestTokens
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for supplyICOContract
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for supplyICOContract
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function supplyICOContract
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for pause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for pause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function pause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for unpause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for unpause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function unpause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for changeTreasury
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for changeTreasury
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function changeTreasury
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for changeMinInvestment
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for changeMinInvestment
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function changeMinInvestment
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for extGoalReached
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for extGoalReached
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function extGoalReached
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for pause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for pause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function pause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for unpause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for unpause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function unpause
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for changeTreasury
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for changeTreasury
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function changeTreasury
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for changeMinInvestment
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for changeMinInvestment
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function changeMinInvestment
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Generating return summary for safeWithdrawal
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Return summary generated for safeWithdrawal
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Range graph generated
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Processed function safeWithdrawal
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Value Range Analysis took 0.030613 seconds
