[INFO] | 2024-11-10 07:37:32 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Analysis started at: 2024-11-10 07:37:32 AM
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function approve
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function Ownable
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for isLocked
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for isLocked
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function isLocked
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for LockingContract
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for LockingContract
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function LockingContract
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for onlyWhenLocked
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for onlyWhenLocked
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function onlyWhenLocked
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for onlyWhenUnlocked
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for onlyWhenUnlocked
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function onlyWhenUnlocked
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for releaseTokens
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for releaseTokens
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function releaseTokens
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for noteTokens
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for noteTokens
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function noteTokens
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Generating return summary for reduceLockingTime
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Return summary generated for reduceLockingTime
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Processed function reduceLockingTime
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Value Range Analysis took 0.010638 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Dependency detection started!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Static Analysis took 1.797495 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Dependency does not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Analysis finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Analysis took 1.797807 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247 | Analysis finished at: 2024-11-10 07:37:34 AM

real	0m3.767s
user	0m4.051s
sys	0m1.761s
