[INFO] | 2024-11-10 08:08:09 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Analysis started at: 2024-11-10 08:08:09 AM
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for withdraw
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function withdraw
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for buy
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for buy
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function buy
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for myTokens
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for myTokens
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function myTokens
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for Owned
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for Owned
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function Owned
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function acceptOwnership
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function onlyOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for Owned
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for Owned
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function Owned
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function acceptOwnership
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for BoomerangLiquidity
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for BoomerangLiquidity
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function BoomerangLiquidity
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for deposit
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for deposit
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function deposit
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for donate
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for donate
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function donate
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for onlyOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for onlyOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function onlyOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for withdraw
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for withdraw
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function withdraw
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for payout
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for payout
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function payout
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for myTokens
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for myTokens
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function myTokens
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for changeOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for changeOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function changeOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for fallback
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for fallback
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function fallback
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for changeOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for changeOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Range graph generated
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function changeOwner
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Generating return summary for exitScam
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Return summary generated for exitScam
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | State variable assignement do not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Processed function exitScam
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Value Range Analysis took 0.006280 seconds
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Value Range Analysis finished
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Storage dependency graph compostion started!
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Dependency detection started!
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Dependency detection finished!
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Static Analysis took 1.064658 seconds
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Dependency does not exist
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Symbolic execution is not needed!
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Analysis finished!
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Analysis took 1.064824 seconds
[INFO] | 2024-11-10 08:08:10 AM | analyzer.0x2247fdc0e5de91ae589abfab8b99976d8e9f330b | Analysis finished at: 2024-11-10 08:08:10 AM

real	0m2.195s
user	0m4.711s
sys	0m4.016s
