[INFO] | 2024-11-10 07:37:38 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Analysis started at: 2024-11-10 07:37:38 AM
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function burnFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for owned
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for owned
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function owned
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function _transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function approveAndCall
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function approveAndCall
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for EncryptedToken
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for EncryptedToken
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function EncryptedToken
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function transferFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for buy
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for buy
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function buy
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function fallback
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for mintToken
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for mintToken
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function mintToken
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for freezeAccount
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for freezeAccount
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function freezeAccount
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for setPrices
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for setPrices
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function setPrices
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for selfdestructs
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for selfdestructs
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function selfdestructs
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Value Range Analysis took 0.021570 seconds
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Dependency detection started!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Dependency detection finished!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Static Analysis took 2.795578 seconds
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Dependency does not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Analysis finished!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Analysis took 2.795851 seconds
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Analysis finished at: 2024-11-10 07:37:40 AM

real	0m4.687s
user	0m5.518s
sys	0m2.343s
