[INFO] | 2024-11-10 07:38:42 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Analysis started at: 2024-11-10 07:38:42 AM
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function totalSupply
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function allowance
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for add
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for add
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function add
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for ethToTokenSwapOutput
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for ethToTokenSwapOutput
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function ethToTokenSwapOutput
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for proposeWithFeeRecipient
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for proposeWithFeeRecipient
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function proposeWithFeeRecipient
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for proposalFee
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for proposalFee
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function proposalFee
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for mul
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for mul
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function mul
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for div
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for div
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function div
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for sub
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for sub
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function sub
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for add
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for add
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function add
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for mod
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for mod
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function mod
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function fallback
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function fallback
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Range graph generated
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Range graph generated
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Range graph generated
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for applyFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for applyFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function applyFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for applyFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for applyFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function applyFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for applyFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for applyFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function applyFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Range graph generated
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Range graph generated
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for applyWithEtherFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for applyWithEtherFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function applyWithEtherFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for applyWithEtherFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for applyWithEtherFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function applyWithEtherFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for applyWithTwitterFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for applyWithTwitterFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function applyWithTwitterFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Range graph generated
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function constructor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for applyWithTwitterUsingEtherFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for applyWithTwitterUsingEtherFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function applyWithTwitterUsingEtherFor
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for applyWithTwitter
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for applyWithTwitter
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function applyWithTwitter
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Generating return summary for applyWithTwitterUsingEther
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Return summary generated for applyWithTwitterUsingEther
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Processed function applyWithTwitterUsingEther
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Value Range Analysis took 0.013108 seconds
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Dependency detection started!
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Static Analysis took 2.119255 seconds
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Dependency does not exist
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Analysis finished!
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Analysis took 2.119523 seconds
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x9d661f7773be14439b4223f5b516bc7ef67b0369 | Analysis finished at: 2024-11-10 07:38:44 AM

real	0m4.043s
user	0m4.736s
sys	0m2.070s
