[INFO] | 2024-11-10 07:39:08 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Analysis started at: 2024-11-10 07:39:08 AM
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function renounceOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for depositOutput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for depositOutput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function depositOutput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for depositInput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for depositInput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function depositInput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for depositDai
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for depositDai
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function depositDai
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for sendDai
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for sendDai
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function sendDai
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for setAllowance
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for setAllowance
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function setAllowance
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for sendEth
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for sendEth
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function sendEth
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function renounceOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for initDai
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for initDai
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function initDai
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for initUniswap
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for initUniswap
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function initUniswap
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for cashOut
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for cashOut
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function cashOut
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function constructor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Value Range Analysis took 0.015325 seconds
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Dependency detection started!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Dependency detection finished!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Static Analysis took 2.012704 seconds
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Dependency does not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Analysis finished!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Analysis took 2.012962 seconds
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Analysis finished at: 2024-11-10 07:39:10 AM

real	0m3.684s
user	0m4.759s
sys	0m2.448s
