[INFO] | 2024-11-10 07:40:41 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Analysis started at: 2024-11-10 07:40:41 AM
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for getPrice
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for getPrice
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function getPrice
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for queryN
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for queryN
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function queryN
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for query
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for query
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function query
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for query2
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for query2
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function query2
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for query_withGasLimit
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for query_withGasLimit
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function query_withGasLimit
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for queryN_withGasLimit
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for queryN_withGasLimit
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function queryN_withGasLimit
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for query2_withGasLimit
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for query2_withGasLimit
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function query2_withGasLimit
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for getAddress
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for getAddress
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function getAddress
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for init
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for init
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function init
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for max
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for max
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function max
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for oraclize_setNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for oraclize_setNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Range graph generated
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function oraclize_setNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for oraclize_getNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for oraclize_getNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function oraclize_getNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for __callback
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for __callback
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function __callback
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function getCodeSize
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for parseAddr
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function parseAddr
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for strCompare
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for strCompare
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function strCompare
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for indexOf
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for indexOf
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function indexOf
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for strConcat
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for strConcat
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function strConcat
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for safeParseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for safeParseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function safeParseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for parseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for parseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function parseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for uint2str
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for uint2str
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function uint2str
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Range graph generated
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for matchBytes32Prefix
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for matchBytes32Prefix
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function matchBytes32Prefix
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for copyBytes
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for copyBytes
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function copyBytes
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for safer_ecrecover
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for safer_ecrecover
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function safer_ecrecover
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for safeMemoryCleaner
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for safeMemoryCleaner
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function safeMemoryCleaner
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for oraclizeAPI
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for oraclizeAPI
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Range graph generated
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function oraclizeAPI
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for oraclize_setNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for oraclize_setNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Range graph generated
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function oraclize_setNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for oraclize_getNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for oraclize_getNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function oraclize_getNetworkName
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for __callback
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for __callback
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function __callback
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function getCodeSize
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for parseAddr
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function parseAddr
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for strCompare
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for strCompare
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function strCompare
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for indexOf
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for indexOf
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function indexOf
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for strConcat
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for strConcat
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function strConcat
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for safeParseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for safeParseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function safeParseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for parseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for parseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function parseInt
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for uint2str
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for uint2str
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function uint2str
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Range graph generated
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for matchBytes32Prefix
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Return summary generated for matchBytes32Prefix
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Processed function matchBytes32Prefix
[INFO] | 2024-11-10 07:41:03 AM | analyzer.0x3114b3312417b27a83bfd934764eee363d1e9325 | Generating return summary for copyBytes
