[INFO] | 2024-11-10 07:37:51 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Analysis started at: 2024-11-10 07:37:51 AM
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function transfer
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for lockOver
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for lockOver
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function lockOver
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for tokenBalance
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for tokenBalance
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function tokenBalance
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for lock
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for lock
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function lock
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Generating return summary for release
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Return summary generated for release
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Processed function release
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Value Range Analysis took 0.008422 seconds
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Dependency detection started!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Dependency detection finished!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Static Analysis took 1.632000 seconds
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Dependency does not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Analysis finished!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Analysis took 1.632275 seconds
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x7e433aee8090ee2c8ee3e6aaedfde1b76d776ace | Analysis finished at: 2024-11-10 07:37:53 AM

real	0m3.382s
user	0m3.386s
sys	0m1.103s
