[INFO] | 2024-11-10 07:39:51 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Analysis started at: 2024-11-10 07:39:51 AM
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transfer
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for Owned
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for Owned
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function Owned
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for Owned
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for Owned
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function Owned
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function allowance
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transfer
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for PopulStayToken
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for PopulStayToken
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function PopulStayToken
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function allowance
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function fallback
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for HouseInfoListing
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for HouseInfoListing
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function HouseInfoListing
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for setDistrictCode
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for setDistrictCode
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function setDistrictCode
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for getDistrictCode
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for getDistrictCode
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function getDistrictCode
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for setHouseInfo
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for setHouseInfo
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function setHouseInfo
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for getHostRoomLists
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for getHostRoomLists
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function getHostRoomLists
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for getGuestOrders
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for getGuestOrders
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function getGuestOrders
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for getHostOrders
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for getHostOrders
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function getHostOrders
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for getPreorders
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for getPreorders
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function getPreorders
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for getUUIDS
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for getUUIDS
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function getUUIDS
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for getHouseInfo
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for getHouseInfo
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function getHouseInfo
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for PreOrder
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for PreOrder
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function PreOrder
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for getPreorderInfo
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for getPreorderInfo
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function getPreorderInfo
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transfer
